Filename:,25FC01540_CH2_100.00mA__NAV_50.0C_00_OSA.csv
+1.58524800E-006,-6.15036600E+001
+1.58525200E-006,-6.13600013E+001
+1.58525600E-006,-6.25742668E+001
+1.58526000E-006,-6.18282719E+001
+1.58526400E-006,-6.20820478E+001
+1.58526800E-006,-6.13866732E+001
+1.58527200E-006,-6.23755268E+001
+1.58527600E-006,-6.23978611E+001
+1.58528000E-006,-6.22525514E+001
+1.58528400E-006,-6.19941199E+001
+1.58528800E-006,-6.22097006E+001
+1.58529200E-006,-6.21561527E+001
+1.58529600E-006,-6.24197527E+001
+1.58530000E-006,-6.22123209E+001
+1.58530400E-006,-6.25165416E+001
+1.58530800E-006,-6.21574811E+001
+1.58531200E-006,-6.21264695E+001
+1.58531600E-006,-6.28552861E+001
+1.58532000E-006,-6.25103137E+001
+1.58532400E-006,-6.19688660E+001
+1.58532800E-006,-6.26894068E+001
+1.58533200E-006,-6.25312513E+001
+1.58533600E-006,-6.25563818E+001
+1.58534000E-006,-6.36735092E+001
+1.58534400E-006,-6.29278735E+001
+1.58534800E-006,-6.33245445E+001
+1.58535200E-006,-6.23720818E+001
+1.58535600E-006,-6.31086851E+001
+1.58536000E-006,-6.33937009E+001
+1.58536400E-006,-6.28790339E+001
+1.58536800E-006,-6.27118819E+001
+1.58537200E-006,-6.30255147E+001
+1.58537600E-006,-6.40426056E+001
+1.58538000E-006,-6.31499817E+001
+1.58538400E-006,-6.28954303E+001
+1.58538800E-006,-6.37905535E+001
+1.58539200E-006,-6.33152369E+001
+1.58539600E-006,-6.27055982E+001
+1.58540000E-006,-6.36650943E+001
+1.58540400E-006,-6.39140672E+001
+1.58540800E-006,-6.32293194E+001
+1.58541200E-006,-6.27648985E+001
+1.58541600E-006,-6.28611835E+001
+1.58542000E-006,-6.28698213E+001
+1.58542400E-006,-6.32406766E+001
+1.58542800E-006,-6.25992486E+001
+1.58543200E-006,-6.40722887E+001
+1.58543600E-006,-6.27940546E+001
+1.58544000E-006,-6.39740738E+001
+1.58544400E-006,-6.30737907E+001
+1.58544800E-006,-6.36930794E+001
+1.58545200E-006,-6.26357611E+001
+1.58545600E-006,-6.31433577E+001
+1.58546000E-006,-6.39180026E+001
+1.58546400E-006,-6.31618193E+001
+1.58546800E-006,-6.32078551E+001
+1.58547200E-006,-6.19126081E+001
+1.58547600E-006,-6.31596056E+001
+1.58548000E-006,-6.29100277E+001
+1.58548400E-006,-6.28743229E+001
+1.58548800E-006,-6.34832298E+001
+1.58549200E-006,-6.38198777E+001
+1.58549600E-006,-6.29613395E+001
+1.58550000E-006,-6.29702120E+001
+1.58550400E-006,-6.32282562E+001
+1.58550800E-006,-6.35843968E+001
+1.58551200E-006,-6.30033024E+001
+1.58551600E-006,-6.21870698E+001
+1.58552000E-006,-6.26808067E+001
+1.58552400E-006,-6.29866208E+001
+1.58552800E-006,-6.29288575E+001
+1.58553200E-006,-6.17215661E+001
+1.58553600E-006,-6.25844096E+001
+1.58554000E-006,-6.26103181E+001
+1.58554400E-006,-6.25515768E+001
+1.58554800E-006,-6.34682641E+001
+1.58555200E-006,-6.26818347E+001
+1.58555600E-006,-6.21689039E+001
+1.58556000E-006,-6.26439904E+001
+1.58556400E-006,-6.17903296E+001
+1.58556800E-006,-6.31941939E+001
+1.58557200E-006,-6.21746380E+001
+1.58557600E-006,-6.21528170E+001
+1.58558000E-006,-6.22539895E+001
+1.58558400E-006,-6.19281601E+001
+1.58558800E-006,-6.21775239E+001
+1.58559200E-006,-6.20921128E+001
+1.58559600E-006,-6.17827935E+001
+1.58560000E-006,-6.19856421E+001
+1.58560400E-006,-6.15301315E+001
+1.58560800E-006,-6.25743911E+001
+1.58561200E-006,-6.22678952E+001
+1.58561600E-006,-6.19842151E+001
+1.58562000E-006,-6.27936870E+001
+1.58562400E-006,-6.21717167E+001
+1.58562800E-006,-6.22133835E+001
+1.58563200E-006,-6.13842375E+001
+1.58563600E-006,-6.28129882E+001
+1.58564000E-006,-6.19572644E+001
+1.58564400E-006,-6.17051540E+001
+1.58564800E-006,-6.20481980E+001
+1.58565200E-006,-6.22748068E+001
+1.58565600E-006,-6.26556283E+001
+1.58566000E-006,-6.22713917E+001
+1.58566400E-006,-6.26446878E+001
+1.58566800E-006,-6.22150670E+001
+1.58567200E-006,-6.32360530E+001
+1.58567600E-006,-6.25614944E+001
+1.58568000E-006,-6.16594211E+001
+1.58568400E-006,-6.21975090E+001
+1.58568800E-006,-6.18380935E+001
+1.58569200E-006,-6.26065628E+001
+1.58569600E-006,-6.22984853E+001
+1.58570000E-006,-6.36953522E+001
+1.58570400E-006,-6.29559383E+001
+1.58570800E-006,-6.32071004E+001
+1.58571200E-006,-6.27136834E+001
+1.58571600E-006,-6.28021038E+001
+1.58572000E-006,-6.21448409E+001
+1.58572400E-006,-6.24763890E+001
+1.58572800E-006,-6.24216649E+001
+1.58573200E-006,-6.29527401E+001
+1.58573600E-006,-6.29190028E+001
+1.58574000E-006,-6.36948084E+001
+1.58574400E-006,-6.30019771E+001
+1.58574800E-006,-6.34824851E+001
+1.58575200E-006,-6.29747613E+001
+1.58575600E-006,-6.50771887E+001
+1.58576000E-006,-6.32371946E+001
+1.58576400E-006,-6.24007898E+001
+1.58576800E-006,-6.37870579E+001
+1.58577200E-006,-6.32417350E+001
+1.58577600E-006,-6.29655192E+001
+1.58578000E-006,-6.42185669E+001
+1.58578400E-006,-6.27548686E+001
+1.58578800E-006,-6.35298953E+001
+1.58579200E-006,-6.35068405E+001
+1.58579600E-006,-6.33575235E+001
+1.58580000E-006,-6.30687912E+001
+1.58580400E-006,-6.33945616E+001
+1.58580800E-006,-6.35323449E+001
+1.58581200E-006,-6.34398919E+001
+1.58581600E-006,-6.43435661E+001
+1.58582000E-006,-6.34119211E+001
+1.58582400E-006,-6.29587406E+001
+1.58582800E-006,-6.43254806E+001
+1.58583200E-006,-6.29252405E+001
+1.58583600E-006,-6.32561422E+001
+1.58584000E-006,-6.38996084E+001
+1.58584400E-006,-6.41529637E+001
+1.58584800E-006,-6.30034685E+001
+1.58585200E-006,-6.31910394E+001
+1.58585600E-006,-6.36525984E+001
+1.58586000E-006,-6.35685020E+001
+1.58586400E-006,-6.31423713E+001
+1.58586800E-006,-6.35915972E+001
+1.58587200E-006,-6.36103463E+001
+1.58587600E-006,-6.24511324E+001
+1.58588000E-006,-6.29712177E+001
+1.58588400E-006,-6.36696406E+001
+1.58588800E-006,-6.29881249E+001
+1.58589200E-006,-6.33138299E+001
+1.58589600E-006,-6.32542850E+001
+1.58590000E-006,-6.24696787E+001
+1.58590400E-006,-6.25401036E+001
+1.58590800E-006,-6.30443566E+001
+1.58591200E-006,-6.42033919E+001
+1.58591600E-006,-6.27895587E+001
+1.58592000E-006,-6.25071378E+001
+1.58592400E-006,-6.26394016E+001
+1.58592800E-006,-6.27080374E+001
+1.58593200E-006,-6.23410010E+001
+1.58593600E-006,-6.20130500E+001
+1.58594000E-006,-6.22285919E+001
+1.58594400E-006,-6.29551116E+001
+1.58594800E-006,-6.22314727E+001
+1.58595200E-006,-6.29398759E+001
+1.58595600E-006,-6.29557394E+001
+1.58596000E-006,-6.22749104E+001
+1.58596400E-006,-6.22790178E+001
+1.58596800E-006,-6.22999885E+001
+1.58597200E-006,-6.27507235E+001
+1.58597600E-006,-6.25221547E+001
+1.58598000E-006,-6.22435701E+001
+1.58598400E-006,-6.21307760E+001
+1.58598800E-006,-6.19214528E+001
+1.58599200E-006,-6.24412401E+001
+1.58599600E-006,-6.13865913E+001
+1.58600000E-006,-6.20498688E+001
+1.58600400E-006,-6.24777971E+001
+1.58600800E-006,-6.15713858E+001
+1.58601200E-006,-6.19151103E+001
+1.58601600E-006,-6.27394273E+001
+1.58602000E-006,-6.29719183E+001
+1.58602400E-006,-6.26292342E+001
+1.58602800E-006,-6.20540323E+001
+1.58603200E-006,-6.23544825E+001
+1.58603600E-006,-6.18317878E+001
+1.58604000E-006,-6.26059108E+001
+1.58604400E-006,-6.26059344E+001
+1.58604800E-006,-6.17706219E+001
+1.58605200E-006,-6.32766482E+001
+1.58605600E-006,-6.27821249E+001
+1.58606000E-006,-6.29848707E+001
+1.58606400E-006,-6.30899205E+001
+1.58606800E-006,-6.24781527E+001
+1.58607200E-006,-6.27628280E+001
+1.58607600E-006,-6.29655176E+001
+1.58608000E-006,-6.30328958E+001
+1.58608400E-006,-6.30158798E+001
+1.58608800E-006,-6.22446684E+001
+1.58609200E-006,-6.32987937E+001
+1.58609600E-006,-6.26147383E+001
+1.58610000E-006,-6.30046943E+001
+1.58610400E-006,-6.42326601E+001
+1.58610800E-006,-6.30795594E+001
+1.58611200E-006,-6.27996736E+001
+1.58611600E-006,-6.32675388E+001
+1.58612000E-006,-6.49209482E+001
+1.58612400E-006,-6.31048232E+001
+1.58612800E-006,-6.32244841E+001
+1.58613200E-006,-6.31802392E+001
+1.58613600E-006,-6.40475536E+001
+1.58614000E-006,-6.43136944E+001
+1.58614400E-006,-6.30960685E+001
+1.58614800E-006,-6.27726845E+001
+1.58615200E-006,-6.36406687E+001
+1.58615600E-006,-6.30331775E+001
+1.58616000E-006,-6.38370501E+001
+1.58616400E-006,-6.38942909E+001
+1.58616800E-006,-6.38638715E+001
+1.58617200E-006,-6.33394649E+001
+1.58617600E-006,-6.32445710E+001
+1.58618000E-006,-6.36441395E+001
+1.58618400E-006,-6.34381025E+001
+1.58618800E-006,-6.32638068E+001
+1.58619200E-006,-6.37629033E+001
+1.58619600E-006,-6.34007112E+001
+1.58620000E-006,-6.35660783E+001
+1.58620400E-006,-6.34851801E+001
+1.58620800E-006,-6.27766589E+001
+1.58621200E-006,-6.41656835E+001
+1.58621600E-006,-6.34275427E+001
+1.58622000E-006,-6.41737027E+001
+1.58622400E-006,-6.37204643E+001
+1.58622800E-006,-6.30555592E+001
+1.58623200E-006,-6.32154238E+001
+1.58623600E-006,-6.34582608E+001
+1.58624000E-006,-6.27680135E+001
+1.58624400E-006,-6.27382682E+001
+1.58624800E-006,-6.32518089E+001
+1.58625200E-006,-6.31903666E+001
+1.58625600E-006,-6.26650273E+001
+1.58626000E-006,-6.29711827E+001
+1.58626400E-006,-6.34467685E+001
+1.58626800E-006,-6.32751021E+001
+1.58627200E-006,-6.28683673E+001
+1.58627600E-006,-6.37016416E+001
+1.58628000E-006,-6.30026911E+001
+1.58628400E-006,-6.34512236E+001
+1.58628800E-006,-6.22752825E+001
+1.58629200E-006,-6.32340044E+001
+1.58629600E-006,-6.31358151E+001
+1.58630000E-006,-6.25343829E+001
+1.58630400E-006,-6.25780456E+001
+1.58630800E-006,-6.25765776E+001
+1.58631200E-006,-6.26611068E+001
+1.58631600E-006,-6.25891037E+001
+1.58632000E-006,-6.21407402E+001
+1.58632400E-006,-6.24471970E+001
+1.58632800E-006,-6.26144650E+001
+1.58633200E-006,-6.14045009E+001
+1.58633600E-006,-6.25817979E+001
+1.58634000E-006,-6.24548039E+001
+1.58634400E-006,-6.23313095E+001
+1.58634800E-006,-6.22640501E+001
+1.58635200E-006,-6.24365577E+001
+1.58635600E-006,-6.24898170E+001
+1.58636000E-006,-6.17753068E+001
+1.58636400E-006,-6.24230133E+001
+1.58636800E-006,-6.20150286E+001
+1.58637200E-006,-6.24857283E+001
+1.58637600E-006,-6.21202405E+001
+1.58638000E-006,-6.33757768E+001
+1.58638400E-006,-6.21806041E+001
+1.58638800E-006,-6.27263322E+001
+1.58639200E-006,-6.20771671E+001
+1.58639600E-006,-6.39462218E+001
+1.58640000E-006,-6.21972175E+001
+1.58640400E-006,-6.29469853E+001
+1.58640800E-006,-6.19989124E+001
+1.58641200E-006,-6.40877859E+001
+1.58641600E-006,-6.21325901E+001
+1.58642000E-006,-6.21707193E+001
+1.58642400E-006,-6.25578869E+001
+1.58642800E-006,-6.27317048E+001
+1.58643200E-006,-6.31478710E+001
+1.58643600E-006,-6.25410172E+001
+1.58644000E-006,-6.27205228E+001
+1.58644400E-006,-6.34674782E+001
+1.58644800E-006,-6.29591842E+001
+1.58645200E-006,-6.24794795E+001
+1.58645600E-006,-6.39007279E+001
+1.58646000E-006,-6.28664525E+001
+1.58646400E-006,-6.26244379E+001
+1.58646800E-006,-6.39030377E+001
+1.58647200E-006,-6.35941692E+001
+1.58647600E-006,-6.29737288E+001
+1.58648000E-006,-6.38550772E+001
+1.58648400E-006,-6.42966011E+001
+1.58648800E-006,-6.31919180E+001
+1.58649200E-006,-6.34118715E+001
+1.58649600E-006,-6.38550769E+001
+1.58650000E-006,-6.35143527E+001
+1.58650400E-006,-6.45775948E+001
+1.58650800E-006,-6.34872738E+001
+1.58651200E-006,-6.35385974E+001
+1.58651600E-006,-6.42332559E+001
+1.58652000E-006,-6.51681263E+001
+1.58652400E-006,-6.29542720E+001
+1.58652800E-006,-6.42504017E+001
+1.58653200E-006,-6.39959457E+001
+1.58653600E-006,-6.31911674E+001
+1.58654000E-006,-6.37496808E+001
+1.58654400E-006,-6.35142838E+001
+1.58654800E-006,-6.43639504E+001
+1.58655200E-006,-6.32748055E+001
+1.58655600E-006,-6.35031488E+001
+1.58656000E-006,-6.40207723E+001
+1.58656400E-006,-6.34559376E+001
+1.58656800E-006,-6.35765490E+001
+1.58657200E-006,-6.48521292E+001
+1.58657600E-006,-6.34425424E+001
+1.58658000E-006,-6.30277671E+001
+1.58658400E-006,-6.41960039E+001
+1.58658800E-006,-6.40464346E+001
+1.58659200E-006,-6.41054085E+001
+1.58659600E-006,-6.36597172E+001
+1.58660000E-006,-6.32730935E+001
+1.58660400E-006,-6.34351632E+001
+1.58660800E-006,-6.43681889E+001
+1.58661200E-006,-6.35895820E+001
+1.58661600E-006,-6.38722043E+001
+1.58662000E-006,-6.32139721E+001
+1.58662400E-006,-6.32371777E+001
+1.58662800E-006,-6.31454125E+001
+1.58663200E-006,-6.29923280E+001
+1.58663600E-006,-6.34013233E+001
+1.58664000E-006,-6.30135970E+001
+1.58664400E-006,-6.29741945E+001
+1.58664800E-006,-6.34901392E+001
+1.58665200E-006,-6.36872416E+001
+1.58665600E-006,-6.33543329E+001
+1.58666000E-006,-6.28553860E+001
+1.58666400E-006,-6.29674705E+001
+1.58666800E-006,-6.23571718E+001
+1.58667200E-006,-6.25125587E+001
+1.58667600E-006,-6.35485926E+001
+1.58668000E-006,-6.27189072E+001
+1.58668400E-006,-6.27752178E+001
+1.58668800E-006,-6.28541201E+001
+1.58669200E-006,-6.31639768E+001
+1.58669600E-006,-6.22127075E+001
+1.58670000E-006,-6.23627155E+001
+1.58670400E-006,-6.28465203E+001
+1.58670800E-006,-6.30864719E+001
+1.58671200E-006,-6.27798166E+001
+1.58671600E-006,-6.21605528E+001
+1.58672000E-006,-6.34963697E+001
+1.58672400E-006,-6.19171557E+001
+1.58672800E-006,-6.19113041E+001
+1.58673200E-006,-6.25459879E+001
+1.58673600E-006,-6.21348904E+001
+1.58674000E-006,-6.30784501E+001
+1.58674400E-006,-6.26911544E+001
+1.58674800E-006,-6.23875885E+001
+1.58675200E-006,-6.29242523E+001
+1.58675600E-006,-6.24179403E+001
+1.58676000E-006,-6.17855069E+001
+1.58676400E-006,-6.31221353E+001
+1.58676800E-006,-6.23562436E+001
+1.58677200E-006,-6.24357362E+001
+1.58677600E-006,-6.32920507E+001
+1.58678000E-006,-6.31980161E+001
+1.58678400E-006,-6.30088545E+001
+1.58678800E-006,-6.27755312E+001
+1.58679200E-006,-6.33117916E+001
+1.58679600E-006,-6.22842306E+001
+1.58680000E-006,-6.35884893E+001
+1.58680400E-006,-6.32937720E+001
+1.58680800E-006,-6.31869670E+001
+1.58681200E-006,-6.29277454E+001
+1.58681600E-006,-6.24987068E+001
+1.58682000E-006,-6.36719275E+001
+1.58682400E-006,-6.33518429E+001
+1.58682800E-006,-6.39233569E+001
+1.58683200E-006,-6.25783365E+001
+1.58683600E-006,-6.38397892E+001
+1.58684000E-006,-6.38427749E+001
+1.58684400E-006,-6.33690632E+001
+1.58684800E-006,-6.29145398E+001
+1.58685200E-006,-6.37485011E+001
+1.58685600E-006,-6.33057448E+001
+1.58686000E-006,-6.40012482E+001
+1.58686400E-006,-6.49188605E+001
+1.58686800E-006,-6.33370790E+001
+1.58687200E-006,-6.30647922E+001
+1.58687600E-006,-6.37310254E+001
+1.58688000E-006,-6.40481495E+001
+1.58688400E-006,-6.31344952E+001
+1.58688800E-006,-6.45736209E+001
+1.58689200E-006,-6.31659977E+001
+1.58689600E-006,-6.38538156E+001
+1.58690000E-006,-6.45805224E+001
+1.58690400E-006,-6.41921246E+001
+1.58690800E-006,-6.31150986E+001
+1.58691200E-006,-6.45303118E+001
+1.58691600E-006,-6.34585691E+001
+1.58692000E-006,-6.41004669E+001
+1.58692400E-006,-6.38070296E+001
+1.58692800E-006,-6.57802840E+001
+1.58693200E-006,-6.42449402E+001
+1.58693600E-006,-6.39015734E+001
+1.58694000E-006,-6.41039388E+001
+1.58694400E-006,-6.49587132E+001
+1.58694800E-006,-6.34564923E+001
+1.58695200E-006,-6.38221038E+001
+1.58695600E-006,-6.38908436E+001
+1.58696000E-006,-6.40741243E+001
+1.58696400E-006,-6.49971884E+001
+1.58696800E-006,-6.37815889E+001
+1.58697200E-006,-6.37597767E+001
+1.58697600E-006,-6.42238993E+001
+1.58698000E-006,-6.40150525E+001
+1.58698400E-006,-6.34975956E+001
+1.58698800E-006,-6.51141207E+001
+1.58699200E-006,-6.36085971E+001
+1.58699600E-006,-6.38741112E+001
+1.58700000E-006,-6.34769130E+001
+1.58700400E-006,-6.31855927E+001
+1.58700800E-006,-6.40653929E+001
+1.58701200E-006,-6.34131758E+001
+1.58701600E-006,-6.26537129E+001
+1.58702000E-006,-6.35000099E+001
+1.58702400E-006,-6.34545697E+001
+1.58702800E-006,-6.31757012E+001
+1.58703200E-006,-6.30169174E+001
+1.58703600E-006,-6.32496290E+001
+1.58704000E-006,-6.28311586E+001
+1.58704400E-006,-6.27653743E+001
+1.58704800E-006,-6.37096601E+001
+1.58705200E-006,-6.33616285E+001
+1.58705600E-006,-6.26806299E+001
+1.58706000E-006,-6.30277207E+001
+1.58706400E-006,-6.23119781E+001
+1.58706800E-006,-6.28355586E+001
+1.58707200E-006,-6.25091721E+001
+1.58707600E-006,-6.35652258E+001
+1.58708000E-006,-6.23114051E+001
+1.58708400E-006,-6.31204841E+001
+1.58708800E-006,-6.30869758E+001
+1.58709200E-006,-6.30951309E+001
+1.58709600E-006,-6.20440626E+001
+1.58710000E-006,-6.26531472E+001
+1.58710400E-006,-6.24792198E+001
+1.58710800E-006,-6.25158349E+001
+1.58711200E-006,-6.27012884E+001
+1.58711600E-006,-6.32205933E+001
+1.58712000E-006,-6.24002830E+001
+1.58712400E-006,-6.26591474E+001
+1.58712800E-006,-6.25992612E+001
+1.58713200E-006,-6.25490994E+001
+1.58713600E-006,-6.30215909E+001
+1.58714000E-006,-6.25899247E+001
+1.58714400E-006,-6.24868510E+001
+1.58714800E-006,-6.22900856E+001
+1.58715200E-006,-6.27505537E+001
+1.58715600E-006,-6.22119674E+001
+1.58716000E-006,-6.34950706E+001
+1.58716400E-006,-6.25431052E+001
+1.58716800E-006,-6.38174102E+001
+1.58717200E-006,-6.39200529E+001
+1.58717600E-006,-6.31575418E+001
+1.58718000E-006,-6.33055123E+001
+1.58718400E-006,-6.35006427E+001
+1.58718800E-006,-6.24574984E+001
+1.58719200E-006,-6.26022731E+001
+1.58719600E-006,-6.37154349E+001
+1.58720000E-006,-6.33804332E+001
+1.58720400E-006,-6.27818723E+001
+1.58720800E-006,-6.32365986E+001
+1.58721200E-006,-6.53898826E+001
+1.58721600E-006,-6.31751138E+001
+1.58722000E-006,-6.36427037E+001
+1.58722400E-006,-6.46003170E+001
+1.58722800E-006,-6.35653151E+001
+1.58723200E-006,-6.44005366E+001
+1.58723600E-006,-6.26011325E+001
+1.58724000E-006,-6.46744650E+001
+1.58724400E-006,-6.44306804E+001
+1.58724800E-006,-6.38104632E+001
+1.58725200E-006,-6.40562962E+001
+1.58725600E-006,-6.36591295E+001
+1.58726000E-006,-6.51071078E+001
+1.58726400E-006,-6.34957103E+001
+1.58726800E-006,-6.40868579E+001
+1.58727200E-006,-6.43505035E+001
+1.58727600E-006,-6.29884121E+001
+1.58728000E-006,-6.42231269E+001
+1.58728400E-006,-6.36477752E+001
+1.58728800E-006,-6.36742624E+001
+1.58729200E-006,-6.36784507E+001
+1.58729600E-006,-6.46941770E+001
+1.58730000E-006,-6.42632257E+001
+1.58730400E-006,-6.41648862E+001
+1.58730800E-006,-6.39841508E+001
+1.58731200E-006,-6.41027655E+001
+1.58731600E-006,-6.37825240E+001
+1.58732000E-006,-6.47947209E+001
+1.58732400E-006,-6.34721067E+001
+1.58732800E-006,-6.38373141E+001
+1.58733200E-006,-6.39590043E+001
+1.58733600E-006,-6.38206515E+001
+1.58734000E-006,-6.28424955E+001
+1.58734400E-006,-6.51663964E+001
+1.58734800E-006,-6.37579221E+001
+1.58735200E-006,-6.35051406E+001
+1.58735600E-006,-6.34071636E+001
+1.58736000E-006,-6.41889432E+001
+1.58736400E-006,-6.36780050E+001
+1.58736800E-006,-6.32153258E+001
+1.58737200E-006,-6.40285235E+001
+1.58737600E-006,-6.26993069E+001
+1.58738000E-006,-6.36387235E+001
+1.58738400E-006,-6.36314387E+001
+1.58738800E-006,-6.36727405E+001
+1.58739200E-006,-6.30712267E+001
+1.58739600E-006,-6.31390316E+001
+1.58740000E-006,-6.33502920E+001
+1.58740400E-006,-6.42420145E+001
+1.58740800E-006,-6.35106230E+001
+1.58741200E-006,-6.36685104E+001
+1.58741600E-006,-6.34494891E+001
+1.58742000E-006,-6.23868600E+001
+1.58742400E-006,-6.34536775E+001
+1.58742800E-006,-6.31917137E+001
+1.58743200E-006,-6.30744042E+001
+1.58743600E-006,-6.27646197E+001
+1.58744000E-006,-6.31325739E+001
+1.58744400E-006,-6.26259189E+001
+1.58744800E-006,-6.31194937E+001
+1.58745200E-006,-6.30249406E+001
+1.58745600E-006,-6.32798705E+001
+1.58746000E-006,-6.24702972E+001
+1.58746400E-006,-6.33114675E+001
+1.58746800E-006,-6.26031066E+001
+1.58747200E-006,-6.28062774E+001
+1.58747600E-006,-6.24563395E+001
+1.58748000E-006,-6.26068475E+001
+1.58748400E-006,-6.23459515E+001
+1.58748800E-006,-6.26790471E+001
+1.58749200E-006,-6.29194257E+001
+1.58749600E-006,-6.31670557E+001
+1.58750000E-006,-6.25620508E+001
+1.58750400E-006,-6.31537283E+001
+1.58750800E-006,-6.26934236E+001
+1.58751200E-006,-6.24749217E+001
+1.58751600E-006,-6.32610607E+001
+1.58752000E-006,-6.23291076E+001
+1.58752400E-006,-6.22318495E+001
+1.58752800E-006,-6.38695511E+001
+1.58753200E-006,-6.24209507E+001
+1.58753600E-006,-6.31602414E+001
+1.58754000E-006,-6.29806790E+001
+1.58754400E-006,-6.33556526E+001
+1.58754800E-006,-6.22030496E+001
+1.58755200E-006,-6.41577478E+001
+1.58755600E-006,-6.32549311E+001
+1.58756000E-006,-6.33467131E+001
+1.58756400E-006,-6.34891615E+001
+1.58756800E-006,-6.34555423E+001
+1.58757200E-006,-6.34409005E+001
+1.58757600E-006,-6.27402792E+001
+1.58758000E-006,-6.32268250E+001
+1.58758400E-006,-6.43876676E+001
+1.58758800E-006,-6.37546212E+001
+1.58759200E-006,-6.27592664E+001
+1.58759600E-006,-6.43824316E+001
+1.58760000E-006,-6.38465485E+001
+1.58760400E-006,-6.33283662E+001
+1.58760800E-006,-6.35322517E+001
+1.58761200E-006,-6.29144252E+001
+1.58761600E-006,-6.37598099E+001
+1.58762000E-006,-6.41262703E+001
+1.58762400E-006,-6.39115394E+001
+1.58762800E-006,-6.51611246E+001
+1.58763200E-006,-6.38926242E+001
+1.58763600E-006,-6.36171761E+001
+1.58764000E-006,-6.44780136E+001
+1.58764400E-006,-6.38890032E+001
+1.58764800E-006,-6.47241501E+001
+1.58765200E-006,-6.36124491E+001
+1.58765600E-006,-6.34727791E+001
+1.58766000E-006,-6.37716295E+001
+1.58766400E-006,-6.53267314E+001
+1.58766800E-006,-6.34612619E+001
+1.58767200E-006,-6.34869186E+001
+1.58767600E-006,-6.37514634E+001
+1.58768000E-006,-6.44704028E+001
+1.58768400E-006,-6.43592435E+001
+1.58768800E-006,-6.40975754E+001
+1.58769200E-006,-6.40888207E+001
+1.58769600E-006,-6.54420180E+001
+1.58770000E-006,-6.27659316E+001
+1.58770400E-006,-6.45789208E+001
+1.58770800E-006,-6.45832748E+001
+1.58771200E-006,-6.35911573E+001
+1.58771600E-006,-6.49775418E+001
+1.58772000E-006,-6.36658177E+001
+1.58772400E-006,-6.46001946E+001
+1.58772800E-006,-6.26126655E+001
+1.58773200E-006,-6.40195043E+001
+1.58773600E-006,-6.43210750E+001
+1.58774000E-006,-6.38355217E+001
+1.58774400E-006,-6.37234041E+001
+1.58774800E-006,-6.35168394E+001
+1.58775200E-006,-6.38153453E+001
+1.58775600E-006,-6.29995640E+001
+1.58776000E-006,-6.29655139E+001
+1.58776400E-006,-6.50824386E+001
+1.58776800E-006,-6.33498326E+001
+1.58777200E-006,-6.39410037E+001
+1.58777600E-006,-6.27157800E+001
+1.58778000E-006,-6.33834213E+001
+1.58778400E-006,-6.37796427E+001
+1.58778800E-006,-6.30687132E+001
+1.58779200E-006,-6.31615933E+001
+1.58779600E-006,-6.35279192E+001
+1.58780000E-006,-6.40340012E+001
+1.58780400E-006,-6.31594026E+001
+1.58780800E-006,-6.41540956E+001
+1.58781200E-006,-6.28848844E+001
+1.58781600E-006,-6.26126747E+001
+1.58782000E-006,-6.30865840E+001
+1.58782400E-006,-6.39316595E+001
+1.58782800E-006,-6.39206573E+001
+1.58783200E-006,-6.23354970E+001
+1.58783600E-006,-6.25458307E+001
+1.58784000E-006,-6.32466537E+001
+1.58784400E-006,-6.38519474E+001
+1.58784800E-006,-6.31284593E+001
+1.58785200E-006,-6.25665772E+001
+1.58785600E-006,-6.33168667E+001
+1.58786000E-006,-6.31350112E+001
+1.58786400E-006,-6.24171646E+001
+1.58786800E-006,-6.29259522E+001
+1.58787200E-006,-6.24389311E+001
+1.58787600E-006,-6.28115796E+001
+1.58788000E-006,-6.25598439E+001
+1.58788400E-006,-6.28492970E+001
+1.58788800E-006,-6.22745458E+001
+1.58789200E-006,-6.32416785E+001
+1.58789600E-006,-6.28706258E+001
+1.58790000E-006,-6.34050035E+001
+1.58790400E-006,-6.28658642E+001
+1.58790800E-006,-6.27946864E+001
+1.58791200E-006,-6.30074308E+001
+1.58791600E-006,-6.30722386E+001
+1.58792000E-006,-6.26645027E+001
+1.58792400E-006,-6.21553891E+001
+1.58792800E-006,-6.31808612E+001
+1.58793200E-006,-6.30253168E+001
+1.58793600E-006,-6.26223719E+001
+1.58794000E-006,-6.28825192E+001
+1.58794400E-006,-6.40081733E+001
+1.58794800E-006,-6.36982061E+001
+1.58795200E-006,-6.29510361E+001
+1.58795600E-006,-6.37238507E+001
+1.58796000E-006,-6.45732269E+001
+1.58796400E-006,-6.31345319E+001
+1.58796800E-006,-6.28276807E+001
+1.58797200E-006,-6.33997440E+001
+1.58797600E-006,-6.36005377E+001
+1.58798000E-006,-6.31071944E+001
+1.58798400E-006,-6.36537007E+001
+1.58798800E-006,-6.40752929E+001
+1.58799200E-006,-6.35220282E+001
+1.58799600E-006,-6.43827472E+001
+1.58800000E-006,-6.33103632E+001
+1.58800400E-006,-6.38984462E+001
+1.58800800E-006,-6.33744213E+001
+1.58801200E-006,-6.35634637E+001
+1.58801600E-006,-6.33377463E+001
+1.58802000E-006,-6.44101704E+001
+1.58802400E-006,-6.39437898E+001
+1.58802800E-006,-6.37498546E+001
+1.58803200E-006,-6.42717213E+001
+1.58803600E-006,-6.29265056E+001
